City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Cockburn Town,TC,21.4612,-71.1419,78.66,76,1,18.32,clear sky
346,Pisco,PE,-13.7,-76.2167,71.65,73,0,25.32,clear sky
347,Ekibastuz,KZ,51.6667,75.3667,42.24,61,100,7.34,overcast clouds
348,Champasak,LA,14.75,106.0,69.42,78,100,1.54,overcast clouds
349,Cuenca,EC,-2.8833,-78.9833,66.33,68,75,6.91,broken clouds
350,Takoradi,GH,4.8845,-1.7554,81.66,82,75,8.46,broken clouds
351,Kununurra,AU,-15.7667,128.7333,73.38,94,100,0.0,overcast clouds
352,Mandiana,GN,10.6333,-8.6833,88.72,34,97,3.65,overcast clouds
353,Norman Wells,CA,65.282,-126.8329,39.24,30,20,12.66,few clouds
354,Triesen,LI,47.1,9.5333,51.01,73,100,7.4,overcast clouds
355,Tulun,RU,54.5611,100.5792,29.57,86,35,5.39,scattered clouds
356,Bathsheba,BB,13.2167,-59.5167,83.01,65,20,16.11,few clouds
357,Nioki,CD,-2.7167,17.6833,72.73,90,98,1.88,overcast clouds
358,Rawson,AR,-43.3002,-65.1023,56.88,81,100,17.85,light rain
359,Victoria,HK,22.2855,114.1577,71.65,50,0,18.01,clear sky
360,Bethel,US,41.3712,-73.414,50.85,90,100,19.57,light rain
361,Orgtrud,RU,56.1832,40.6149,39.78,99,100,10.54,overcast clouds
362,Romny,UA,50.751,33.4747,48.69,63,65,11.88,broken clouds
363,Clifton,US,40.8584,-74.1638,52.39,93,100,23.02,mist
364,Vanimo,PG,-2.6741,141.3028,77.5,88,100,4.5,overcast clouds
365,Northport,US,33.229,-87.5772,66.58,33,20,17.27,few clouds
366,Podor,MR,16.6527,-14.9587,92.53,14,4,13.96,clear sky
367,Batemans Bay,AU,-35.7167,150.1833,63.1,91,100,5.7,moderate rain
368,Hope,US,33.6671,-93.5916,66.25,39,100,15.19,overcast clouds
369,Shuangyang,CN,43.5242,125.6736,38.07,37,10,13.4,clear sky
370,Shirokiy,RU,49.758,129.523,22.68,94,100,7.05,light snow
371,Markova,UA,48.6758,24.4138,44.92,87,72,6.78,broken clouds
372,Sinop,TR,41.7711,34.8709,51.13,92,100,4.54,light rain
373,Lyuban,BY,52.7985,28.0048,51.93,71,100,16.15,overcast clouds
374,Ayagoz,KZ,47.9714,80.4392,52.21,80,99,15.7,overcast clouds
375,Parker,US,32.7668,-97.8003,70.02,16,3,11.99,clear sky
376,Sumenep,ID,-7.0167,113.8667,77.74,83,90,3.06,overcast clouds
377,Sembakung,ID,3.8167,117.25,73.78,100,100,1.74,moderate rain
378,Mkushi,ZM,-13.6202,29.3939,64.38,95,100,3.62,light rain
379,Westport,US,41.1415,-73.3579,51.75,95,100,23.02,moderate rain
380,Sao Filipe,CV,14.8961,-24.4956,73.35,73,28,13.35,scattered clouds
381,Saint-Augustin,CA,51.226,-58.6502,34.03,100,98,6.26,overcast clouds
382,Elat,IL,29.5581,34.9482,85.84,20,40,4.61,dust
383,Lagoa,PT,39.05,-27.9833,59.4,83,100,15.08,overcast clouds
384,Adrar,MR,20.5022,-10.0711,77.22,16,0,11.99,clear sky
385,Sambava,MG,-14.2667,50.1667,76.12,92,100,6.24,overcast clouds
386,Oranjemund,NA,-28.55,16.4333,59.49,78,39,24.05,scattered clouds
387,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,77,96,9.91,overcast clouds
388,Victor Harbor,AU,-35.5667,138.6167,59.34,83,0,5.28,clear sky
389,Gorontalo,ID,0.5412,123.0595,74.62,93,100,1.14,overcast clouds
390,Zhanakorgan,KZ,43.9098,67.2495,60.98,54,82,5.08,broken clouds
391,Saiha,IN,22.4833,92.9667,66.96,72,0,3.24,clear sky
392,Makakilo City,US,21.3469,-158.0858,82.72,48,0,20.71,clear sky
393,Formosa,AR,-26.1775,-58.1781,71.58,94,100,6.91,overcast clouds
394,Gorele,TR,41.0308,39.0031,57.67,62,98,11.1,overcast clouds
395,Towada,JP,40.6127,141.2067,35.2,92,56,8.81,light snow
396,Miyako,JP,39.6367,141.9525,41.81,66,10,12.15,clear sky
397,Namatanai,PG,-3.6667,152.4333,78.04,87,100,2.53,moderate rain
398,Cap-Aux-Meules,CA,47.3821,-61.8597,37.45,70,20,12.66,few clouds
399,Miles City,US,46.4083,-105.8406,52.77,32,40,24.16,scattered clouds
400,Tuatapere,NZ,-46.1333,167.6833,53.51,79,97,13.29,overcast clouds
401,Vestmanna,FO,62.1564,-7.1664,32.92,80,100,27.63,light snow
402,Novoagansk,RU,61.9449,76.6625,7.43,100,100,4.12,overcast clouds
403,Tahoua,NE,14.8888,5.2692,86.63,8,100,4.21,overcast clouds
404,Alyangula,AU,-13.8483,136.4192,67.87,100,90,2.3,overcast clouds
405,Port Hardy,CA,50.6996,-127.4199,46.58,76,100,4.61,light rain
406,Tessalit,ML,20.1986,1.0114,90.16,8,0,9.19,clear sky
407,Media Luna,CU,20.1419,-77.435,84.13,64,41,8.01,scattered clouds
408,Ust-Barguzin,RU,53.45,108.9833,29.86,92,90,4.32,overcast clouds
409,Kavieng,PG,-2.5744,150.7967,78.66,86,100,3.76,moderate rain
410,Morant Bay,JM,17.8815,-76.4093,83.71,71,65,12.19,broken clouds
411,Las Palmas,ES,28.4204,-14.0131,61.59,63,40,20.71,scattered clouds
412,Paoua,CF,7.2427,16.4406,80.49,45,83,4.03,broken clouds
413,Colares,PT,38.7992,-9.4469,60.33,69,75,13.0,broken clouds
414,Urucurituba,BR,-2.6833,-57.6667,81.07,91,68,1.36,broken clouds
415,Imbituba,BR,-28.24,-48.6703,73.81,81,99,8.7,moderate rain
416,Gus-Zheleznyy,RU,55.0581,41.1656,43.09,92,100,10.76,overcast clouds
417,Mayumba,GA,-3.432,10.6554,77.7,93,95,7.29,overcast clouds
418,Verkhnetulomskiy,RU,68.6073,31.7962,23.13,96,28,4.52,scattered clouds
419,Katsuura,JP,35.1333,140.3,53.65,87,0,10.29,clear sky
420,Nizhniy Ingash,RU,56.2,96.53,31.37,90,29,8.16,scattered clouds
421,Forestville,US,38.8451,-76.875,52.36,95,100,11.5,thunderstorm with light rain
422,Itaueira,BR,-7.6033,-43.0256,83.17,46,100,2.21,overcast clouds
423,Neryungri,RU,56.6709,124.6491,8.1,96,100,2.86,light snow
424,Buala,SB,-8.145,159.5921,80.83,82,97,10.76,light rain
425,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,12.66,broken clouds
426,Nanortalik,GL,60.1432,-45.2371,30.49,85,99,12.21,overcast clouds
427,Abha,SA,18.2164,42.5053,62.42,11,0,4.61,clear sky
428,Verkhnevilyuysk,RU,63.4453,120.3167,-4.38,100,88,3.56,overcast clouds
429,Port Hueneme,US,34.1478,-119.1951,99.07,9,0,23.02,clear sky
430,Kulhudhuffushi,MV,6.6221,73.07,83.77,68,45,1.99,scattered clouds
431,Tiznit,MA,29.5833,-9.5,57.88,67,0,3.65,clear sky
432,Raudeberg,NO,61.9875,5.1352,36.86,56,36,15.55,scattered clouds
433,Havelock,US,34.8791,-76.9013,78.03,88,100,23.02,overcast clouds
434,Hay River,CA,60.8156,-115.7999,48.18,34,75,13.8,broken clouds
435,Tura,IN,25.5198,90.2201,70.72,78,13,2.95,few clouds
436,Praya,CV,14.9215,-23.5087,72.14,73,20,16.11,few clouds
437,Madang,PG,-5.2246,145.7966,75.85,93,100,4.07,overcast clouds
438,Hamilton,US,39.1834,-84.5333,53.98,48,75,16.11,broken clouds
439,Yeniseysk,RU,58.4497,92.1703,29.57,89,48,7.31,scattered clouds
440,Pocone,BR,-16.2567,-56.6228,86.36,61,0,3.71,clear sky
441,Saucillo,MX,28.0167,-105.2833,81.79,12,0,7.58,clear sky
442,Plettenberg Bay,ZA,-34.0527,23.3716,56.77,74,57,5.79,broken clouds
443,Kinkala,CG,-4.3614,14.7644,73.72,92,99,3.49,overcast clouds
444,Borba,BR,-4.3878,-59.5939,80.6,93,84,2.51,moderate rain
445,Pincher Creek,CA,49.4833,-113.952,60.49,23,100,26.46,overcast clouds
446,Bandarbeyla,SO,9.4942,50.8122,79.86,79,74,8.25,broken clouds
447,Acarau,BR,-2.8856,-40.12,78.44,85,93,11.03,overcast clouds
448,Yumen,CN,40.2833,97.2,56.39,15,5,13.67,clear sky
449,Pacific Grove,US,36.6177,-121.9166,91.51,13,0,6.91,clear sky
450,Suez,EG,29.9737,32.5263,82.06,19,97,9.42,overcast clouds
451,Kahului,US,20.8947,-156.47,84.22,58,20,21.85,few clouds
452,Goya,AR,-29.14,-59.2626,66.96,94,100,6.67,overcast clouds
453,Canutama,BR,-6.5339,-64.3831,83.52,77,100,2.57,overcast clouds
454,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.94,89,46,3.29,scattered clouds
455,Usinsk,RU,65.9939,57.5281,0.52,94,100,10.27,overcast clouds
456,Keetmanshoop,NA,-26.5833,18.1333,68.92,28,71,10.36,broken clouds
457,Severo-Yeniseyskiy,RU,60.3725,93.0408,24.4,87,100,10.56,light snow
458,Taitung,TW,22.7583,121.1444,68.99,80,87,12.19,overcast clouds
459,Koshurnikovo,RU,54.1667,93.3,23.65,93,10,3.47,clear sky
460,Xingcheng,CN,40.6167,120.7167,42.42,68,29,9.73,scattered clouds
461,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,81,20,11.5,few clouds
462,Athens,GR,37.9795,23.7162,64.78,61,20,11.01,few clouds
463,Okhotsk,RU,59.3833,143.3,21.92,92,100,9.13,light snow
464,Vostochnyy,RU,55.8167,37.8667,44.78,100,100,6.26,overcast clouds
465,Anderson,US,34.5334,-82.6499,70.59,27,20,14.97,few clouds
466,Susanville,US,40.4163,-120.653,75.81,21,33,3.0,scattered clouds
467,Geilo,NO,60.5333,8.2076,23.7,96,100,5.1,light snow
468,Ozernovskiy,RU,51.5,156.5167,31.19,84,100,1.79,overcast clouds
469,Ponta Delgada,PT,37.7333,-25.6667,63.32,94,75,24.16,broken clouds
470,Salalah,OM,17.0151,54.0924,80.69,78,0,3.44,clear sky
471,Grindavik,IS,63.8424,-22.4338,30.67,59,75,8.05,broken clouds
472,Virginia Beach,US,36.8529,-75.978,82.45,54,20,14.97,few clouds
473,La Victoria,VE,10.2184,-67.3302,89.26,36,100,2.08,overcast clouds
474,Brewster,US,41.3973,-73.6171,51.08,94,100,19.57,moderate rain
475,Baherden,TM,38.4362,57.4316,71.33,35,42,8.72,scattered clouds
476,Aleksandrov Gay,RU,50.147,48.5704,49.05,75,72,9.95,broken clouds
477,Itarema,BR,-2.9248,-39.9167,77.63,88,88,10.63,overcast clouds
478,Hovd,MN,48.0056,91.6419,47.05,30,48,9.69,scattered clouds
479,Saurimo,AO,-9.6608,20.3916,64.17,95,66,2.44,broken clouds
480,Zaozerne,UA,45.1582,33.2787,48.96,73,91,6.58,overcast clouds
481,Santa Adelia,BR,-21.2428,-48.8042,78.82,65,66,7.11,broken clouds
482,Qasigiannguit,GL,68.8193,-51.1922,21.45,92,77,0.6,broken clouds
483,Clovis,US,36.8252,-119.7029,91.04,24,40,4.61,scattered clouds
484,Trat,TH,12.5,102.5,73.49,68,100,7.47,overcast clouds
485,Mount Isa,AU,-20.7333,139.5,67.77,32,0,6.91,clear sky
486,Caconda,AO,-13.7333,15.0667,63.0,85,57,3.65,broken clouds
487,Theodoriana,GR,39.4356,21.21,47.07,69,91,5.48,overcast clouds
488,Faya,SA,18.3851,42.4509,62.71,10,0,5.14,clear sky
489,Valdemarpils,LV,57.3707,22.5919,47.52,84,100,17.0,overcast clouds
490,Pizarro,CO,4.9533,-77.366,80.69,78,100,6.89,overcast clouds
491,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,63,40,20.71,scattered clouds
492,Honiara,SB,-9.4333,159.95,78.87,86,100,6.13,overcast clouds
493,Bubaque,GW,11.2833,-15.8333,76.66,78,29,17.0,scattered clouds
494,Panama City,PA,8.9936,-79.5197,91.35,57,40,13.8,scattered clouds
495,Ust-Nera,RU,64.5667,143.2,15.37,92,100,4.52,overcast clouds
496,Pangnirtung,CA,66.1451,-65.7125,12.2,92,100,0.0,light snow
497,Inhambane,MZ,-23.865,35.3833,75.85,87,55,5.77,light rain
498,Vega De Alatorre,MX,20.0333,-96.6333,77.34,66,42,26.31,scattered clouds
499,Mokrousovo,RU,55.8103,66.7653,33.91,87,100,10.47,overcast clouds
500,Kinablangan,PH,7.6947,126.5503,76.96,88,95,3.2,overcast clouds
501,Santa Fe,AR,-31.6333,-60.7,82.0,68,28,4.0,light rain
502,Chipinge,ZW,-20.1883,32.6236,64.2,91,3,6.04,clear sky
503,Manoel Urbano,BR,-8.8389,-69.2597,83.41,74,98,0.85,overcast clouds
504,Egvekinot,RU,66.3167,-179.1667,-7.38,91,100,3.09,overcast clouds
505,Paragould,US,36.0584,-90.4973,61.09,39,93,1.01,overcast clouds
506,Eskil,TR,38.4017,33.4131,60.53,43,40,29.66,scattered clouds
507,Santa Rosa,PH,14.3122,121.1114,79.11,85,93,5.08,overcast clouds
508,Bonavista,CA,48.6499,-53.1147,32.16,97,100,25.01,light snow
509,Tucuman,AR,-26.8241,-65.2226,77.0,61,40,8.05,scattered clouds
510,Kishi,NG,9.0833,3.85,81.52,66,46,11.65,scattered clouds
511,Sistranda,NO,63.7256,8.834,30.16,61,7,21.21,clear sky
512,Mantua,IT,45.1667,10.7833,58.24,72,90,5.99,overcast clouds
513,Ocean City,US,39.2776,-74.5746,61.05,91,100,8.01,overcast clouds
514,Nouakchott,MR,18.0858,-15.9785,85.93,43,6,12.82,clear sky
515,Dicabisagan,PH,17.0818,122.4157,75.22,91,87,4.45,overcast clouds
516,Yar-Sale,RU,66.8333,70.8333,-7.64,100,100,8.48,overcast clouds
517,Lemgo,DE,52.0333,8.9,44.44,87,100,5.01,overcast clouds
518,Molochnoye,RU,59.2917,39.6787,32.95,98,100,10.16,overcast clouds
519,Birao,CF,10.2849,22.7882,81.91,46,32,7.92,scattered clouds
520,Gumdag,TM,39.2061,54.5906,59.9,56,98,12.88,overcast clouds
521,La Union,PE,-5.4,-80.75,88.34,40,59,18.66,broken clouds
522,Vorobyevka,RU,50.6451,40.9245,47.03,70,17,8.97,few clouds
523,Tual,ID,-5.6667,132.75,83.43,74,94,9.75,overcast clouds
524,Maningrida,AU,-12.0667,134.2667,73.89,76,99,5.97,overcast clouds
525,Srednekolymsk,RU,67.45,153.6833,-4.47,96,59,6.22,broken clouds
526,Aykhal,RU,66.0,111.5,9.86,97,100,5.03,overcast clouds
527,Uchiza,PE,-8.4592,-76.4633,83.05,63,99,0.58,overcast clouds
528,Maiduguri,NG,11.8464,13.1603,90.12,13,20,7.47,few clouds
529,Mana,GF,5.6592,-53.7767,78.01,87,28,11.21,light rain
530,Panormos,GR,35.4182,24.6909,61.02,85,28,19.22,scattered clouds
531,Darnah,LY,32.767,22.6367,59.2,84,71,27.31,broken clouds
532,Ruteng,ID,-8.6136,120.4721,61.47,84,93,1.05,overcast clouds
533,Liepaja,LV,56.5419,21.0367,44.58,87,100,20.71,light rain
534,Luangwa,ZM,-15.6167,30.4167,73.54,87,100,3.24,light rain
535,Cascais,PT,38.6979,-9.4215,60.51,69,75,13.0,broken clouds
536,Igurubi,TZ,-4.0,33.7,69.3,74,32,3.31,scattered clouds
537,Agustin Codazzi,CO,10.0341,-73.2361,94.98,47,94,5.53,overcast clouds
538,Clyde,US,41.3042,-82.9752,49.69,53,98,16.96,overcast clouds
539,Opotiki,NZ,-38.0833,177.2833,55.38,57,0,0.87,clear sky
540,Puerto Narino,CO,-3.7703,-70.3831,85.57,70,58,1.72,broken clouds
541,Dali,CN,25.7,100.1833,54.19,77,70,2.51,broken clouds
542,Madingou,CG,-4.1536,13.55,76.05,94,94,3.0,light rain
543,San Nicolas,PH,18.1725,120.5953,78.71,78,75,17.27,broken clouds
544,Luderitz,NA,-26.6481,15.1594,63.99,57,28,18.45,scattered clouds
545,Puerto Leguizamo,CO,-0.1934,-74.7819,80.06,83,96,1.99,overcast clouds
546,Khetri,IN,27.9833,75.8,79.86,8,0,4.54,clear sky
547,Beyneu,KZ,45.3167,55.2,56.89,50,100,14.79,overcast clouds
548,Bouna,CI,9.2667,-3.0,76.95,76,100,4.81,light rain
549,Berlevag,NO,70.8578,29.0864,32.0,80,88,23.94,overcast clouds
550,Fuyang,CN,32.9,115.8167,58.46,90,0,5.37,clear sky
551,Kirovskaya,RU,46.9748,40.0402,53.96,69,4,14.09,clear sky
552,Progreso,MX,21.2833,-89.6667,93.31,74,34,15.61,scattered clouds
553,Tolaga Bay,NZ,-38.3667,178.3,57.76,60,1,2.37,clear sky
554,Duluth,US,46.7833,-92.1066,33.3,81,75,16.11,haze
555,Urubicha,BO,-15.3833,-62.95,88.68,53,65,1.86,broken clouds
556,Selfoss,IS,63.9331,-20.9971,26.04,66,79,8.86,broken clouds
557,Pergamino,AR,-33.89,-60.5736,78.19,43,13,5.64,few clouds
558,Conde,BR,-7.2597,-34.9075,80.06,83,20,10.36,few clouds
559,Noumea,NC,-22.2763,166.4572,82.38,99,100,9.37,heavy intensity rain
560,Yerbogachen,RU,61.2767,108.0108,28.45,94,100,10.49,light snow
561,Kathu,TH,7.9178,98.3332,83.7,79,100,2.39,overcast clouds
562,Northam,GB,51.0333,-4.2167,44.65,78,97,11.34,overcast clouds
563,Buluang,PH,13.3068,123.3425,74.62,93,100,2.93,light rain
564,Luebo,CD,-5.35,21.4167,73.04,87,38,0.69,scattered clouds
565,Macklin,CA,52.3334,-109.9348,57.54,42,62,9.31,broken clouds
566,Verkh-Usugli,RU,52.7,115.1667,32.99,73,14,8.84,few clouds
567,Felanitx,ES,39.4696,3.1483,59.02,76,1,16.04,clear sky
568,Corn Island,NI,12.1694,-83.0418,81.39,75,64,14.34,broken clouds
569,Lasa,IT,46.6166,10.7002,47.28,98,100,4.34,overcast clouds
570,Trincomalee,LK,8.5711,81.2335,82.47,75,84,3.56,broken clouds
571,Kemijarvi,FI,66.7131,27.4306,25.63,92,97,7.74,overcast clouds
572,Bilma,NE,18.6853,12.9164,90.45,6,0,7.47,clear sky
573,Vila Do Maio,CV,15.1333,-23.2167,72.39,79,64,17.56,broken clouds
574,Taos,US,36.4072,-105.5731,59.4,9,0,19.57,clear sky
575,Natal,BR,-5.795,-35.2094,82.62,78,20,9.22,few clouds
576,Inta,RU,66.0317,60.1659,-4.79,100,94,7.31,overcast clouds
577,Jinchang,CN,38.4953,102.1739,56.61,13,76,9.86,broken clouds
578,Sosnovo-Ozerskoye,RU,52.5249,111.5418,32.4,79,100,14.92,overcast clouds
579,Butembo,CD,0.15,29.2833,59.25,79,97,3.6,overcast clouds
580,Piranhas,BR,-16.4269,-51.8222,83.64,63,0,3.27,clear sky
581,Brae,GB,60.3964,-1.353,41.22,63,97,22.77,overcast clouds
582,Barreirinha,BR,-2.7933,-57.07,81.19,90,93,2.26,overcast clouds
583,Vysokogornyy,RU,50.1167,139.15,16.16,93,100,4.52,overcast clouds
584,Zyryanka,RU,65.75,150.85,-2.11,100,100,3.58,overcast clouds
585,Enshi,CN,30.3,109.4833,58.84,76,0,0.2,clear sky
586,Beian,NO,63.6559,9.5683,31.01,80,40,11.5,scattered clouds
587,Arroyo,ES,41.6096,-4.7969,53.6,72,0,9.22,clear sky
588,Tilichiki,RU,60.4667,166.1,10.89,93,100,7.05,overcast clouds
589,Salinopolis,BR,-0.6136,-47.3561,78.39,86,97,6.13,light rain
590,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,88,40,9.69,scattered clouds
591,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.73,86,11,2.39,few clouds
592,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,70,100,9.22,overcast clouds
593,Yen Bai,VN,21.7,104.8667,67.75,70,0,2.06,clear sky
594,Harlingen,US,26.1906,-97.6961,80.69,21,0,16.11,clear sky
595,Qianguo,CN,45.1171,124.8568,43.43,32,100,24.16,overcast clouds
596,Meulaboh,ID,4.1363,96.1285,75.63,85,98,3.44,overcast clouds
597,Sobolevo,RU,54.4299,31.8996,48.06,87,100,17.27,overcast clouds
598,Champerico,GT,14.3,-91.9167,95.54,60,71,14.9,broken clouds
599,Baykit,RU,61.67,96.37,22.03,96,100,4.76,overcast clouds
600,Hervey Bay,AU,-25.2986,152.8535,72.01,94,28,3.0,scattered clouds
601,Kingston,JM,17.997,-76.7936,83.25,75,75,27.63,broken clouds
602,La Plata,AR,-34.9215,-57.9545,80.04,62,0,11.27,clear sky
603,Omboue,GA,-1.5746,9.2618,78.55,91,81,7.87,light rain
604,Heilbron,ZA,-27.2812,27.9709,53.82,37,0,6.11,clear sky
605,Ugoofaaru,MV,5.6667,73.0,83.7,67,96,1.48,overcast clouds
606,Trinidad,BO,-14.8333,-64.9,93.18,55,40,5.75,scattered clouds
607,Doha,QA,25.2867,51.5333,76.89,73,0,3.44,clear sky
608,Oakley,US,37.9974,-121.7124,90.88,31,89,4.0,overcast clouds
609,Belmonte,BR,-15.8631,-38.8828,76.93,76,0,7.27,clear sky
610,Wooster,US,40.8051,-81.9351,53.85,59,100,14.97,overcast clouds
611,Guaraniacu,BR,-25.1008,-52.8781,66.06,98,98,0.81,moderate rain
612,Oussouye,SN,12.485,-16.5469,82.58,63,76,7.94,broken clouds
613,Nhulunbuy,AU,-12.2333,136.7667,75.81,88,100,0.0,overcast clouds
614,Proletarsk,RU,46.7031,41.7192,48.6,65,1,14.94,clear sky
615,Hillsborough,US,37.5741,-122.3794,96.01,30,75,3.44,broken clouds
616,Acapulco,MX,16.8634,-99.8901,78.62,73,75,11.5,broken clouds
617,Bloemfontein,ZA,-29.1211,26.214,49.48,57,59,2.3,broken clouds
618,Xai-Xai,MZ,-25.0519,33.6442,75.4,79,80,16.71,light rain
619,Altay,CN,47.8667,88.1167,48.6,48,99,6.62,overcast clouds
620,Sijunjung,ID,-0.6876,100.9537,71.87,79,99,1.52,overcast clouds
621,Jaguey Grande,CU,22.5269,-81.1286,89.02,44,76,10.74,moderate rain
622,Bandundu,CD,-3.3167,17.3667,72.18,90,100,1.83,overcast clouds
623,Tiarei,PF,-17.5333,-149.3333,84.22,77,10,19.6,light rain
624,Tromso,NO,69.6496,18.957,30.22,59,0,5.75,clear sky
625,Pochutla,MX,15.7432,-96.4661,89.82,39,100,8.81,overcast clouds
626,Tabas,IR,33.5959,56.9244,80.82,9,65,6.91,broken clouds
627,Elista,RU,46.3078,44.2558,43.32,65,3,11.18,clear sky
628,Makushino,RU,55.2103,67.2442,34.21,91,100,11.97,overcast clouds
629,Matera,IT,40.5,16.4167,53.33,86,3,3.29,clear sky
630,Matagami,CA,49.7502,-77.6328,33.91,93,100,6.91,snow
631,Maksatikha,RU,57.797,35.8825,39.15,99,100,7.74,overcast clouds
632,Valley City,US,46.9233,-98.0032,37.92,65,75,24.16,broken clouds
633,Senanga,ZM,-16.1167,23.2667,69.58,73,37,5.53,scattered clouds
634,Ulaangom,MN,49.9811,92.0667,30.33,84,79,2.44,broken clouds
635,Cairns,AU,-16.9167,145.7667,77.07,91,40,10.36,scattered clouds
636,Petatlan,MX,17.5167,-101.2667,78.6,44,13,6.15,few clouds
637,Buraydah,SA,26.326,43.975,77.45,8,96,10.02,overcast clouds
638,Tsiroanomandidy,MG,-18.7667,46.0333,67.3,86,27,0.83,scattered clouds
639,Djibo,BF,14.1022,-1.6306,95.49,10,17,7.56,few clouds
640,Heihe,CN,50.2441,127.4902,30.78,96,100,13.11,snow
641,Naberera,TZ,-4.2,36.9333,63.0,82,0,6.11,clear sky
642,Nurmahal,IN,31.0964,75.5967,75.51,16,0,3.56,clear sky
643,Teguise,ES,29.0605,-13.564,59.22,63,20,12.66,few clouds
644,Zabaykalsk,RU,49.6333,117.3167,40.44,74,29,21.41,scattered clouds
645,Ola,RU,59.5833,151.2833,23.14,85,100,8.03,overcast clouds
646,Miracema Do Tocantins,BR,-9.5618,-48.3967,79.83,70,41,4.12,scattered clouds
647,Eureka,US,40.8021,-124.1637,71.2,63,100,5.01,overcast clouds
648,Twentynine Palms,US,34.1356,-116.0542,88.92,3,0,4.0,clear sky
649,Madimba,TZ,-10.4,40.3333,78.82,83,11,2.91,few clouds
650,Bismarck,US,46.8083,-100.7837,49.84,35,20,29.93,few clouds
651,Gravdal,NO,68.1214,13.5031,31.89,64,0,5.75,clear sky
652,Athabasca,CA,54.7169,-113.2854,50.41,51,30,14.92,scattered clouds
653,Huanren,CN,41.2647,125.3667,35.89,50,1,5.79,clear sky
654,Kieta,PG,-6.2167,155.6333,77.88,80,98,2.68,overcast clouds
655,Balakhninskiy,RU,58.0106,114.2769,21.88,97,100,2.33,overcast clouds
656,Kasane,BW,-17.8167,25.15,68.59,62,5,1.79,clear sky
657,Olafsvik,IS,64.8945,-23.7142,29.12,83,100,2.64,light snow
658,Houma,US,29.5958,-90.7195,75.2,28,0,14.97,clear sky
659,Najran,SA,17.4924,44.1277,66.85,8,0,2.42,clear sky
660,Cananeia,BR,-25.0147,-47.9267,71.15,82,100,4.9,overcast clouds
661,Demyansk,RU,57.643,32.466,42.19,98,100,9.28,overcast clouds
662,Mocuba,MZ,-16.8392,36.9856,72.57,97,100,2.53,overcast clouds
663,Mae Sai,TH,20.4335,99.8762,72.36,73,79,1.77,broken clouds
664,Grozesti,RO,44.65,23.3167,46.53,85,40,12.82,scattered clouds
665,La Asuncion,VE,11.0333,-63.8628,83.93,65,99,21.85,overcast clouds
666,Mayo,US,38.8876,-76.5119,53.71,94,100,10.36,mist
667,Kalmunai,LK,7.4167,81.8167,78.89,82,83,3.87,broken clouds
668,Aksarayskiy,RU,46.7924,48.0119,49.19,50,7,7.83,clear sky
669,Haverfordwest,GB,51.8017,-4.9691,45.99,83,90,1.99,overcast clouds
670,Elk City,US,35.412,-99.4043,62.82,10,100,24.16,overcast clouds
671,Aketi,CD,2.7388,23.7833,69.51,97,84,4.81,light rain
672,Craigieburn,AU,-37.6,144.95,56.41,97,0,5.75,clear sky
673,Ayan,RU,56.45,138.1667,21.34,79,84,4.97,broken clouds
674,Bestobe,KZ,52.4994,73.0975,40.73,69,100,7.09,overcast clouds
675,Nerchinskiy Zavod,RU,51.3088,119.61,36.32,88,80,6.11,broken clouds
676,Havoysund,NO,70.9963,24.6622,34.03,94,100,21.54,light snow
677,Tarakan,ID,3.3,117.6333,74.7,100,75,0.0,moderate rain
678,Tokur,RU,53.1333,132.9,3.51,96,98,3.38,overcast clouds
679,Kitakami,JP,39.2833,141.1167,41.97,75,45,14.03,scattered clouds
680,Karaton,ID,-6.3424,106.1045,73.04,94,95,6.69,overcast clouds
681,North Myrtle Beach,US,33.816,-78.68,76.12,89,40,20.71,scattered clouds
682,Rypefjord,NO,70.6333,23.6667,32.47,93,75,11.5,light shower snow
683,Aquiraz,BR,-3.9014,-38.3911,81.18,89,99,7.96,overcast clouds
