City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
328,Grand Gaube,MU,79.2,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
329,Isangel,VU,82.51,scattered clouds,-19.55,169.2667,Tanna Lodge
330,Atambua,ID,72.59,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
331,Presidente Epitacio,BR,85.84,overcast clouds,-21.7633,-52.1156,Hotel Itaverá
333,Quixeramobim,BR,80.58,overcast clouds,-5.1992,-39.2928,"Pousada, Restaurante e Pizzaria Emídio"
334,Gushikawa,JP,65.43,clear sky,26.3544,127.8686,Kirari Guest House
335,Miraflores,MX,79.56,overcast clouds,19.2167,-98.8083,Hotel Mansión
343,Malkapur,IN,89.2,clear sky,20.8833,76.2,Hotel Sarthi International
345,Cockburn Town,TC,78.66,clear sky,21.4612,-71.1419,Osprey Beach Hotel
346,Pisco,PE,71.65,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
348,Champasak,LA,69.42,overcast clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
349,Cuenca,EC,66.33,broken clouds,-2.8833,-78.9833,Hotel Cuenca
350,Takoradi,GH,81.66,broken clouds,4.8845,-1.7554,Raybow International Hotel
351,Kununurra,AU,73.38,overcast clouds,-15.7667,128.7333,Hotel Kununurra
352,Mandiana,GN,88.72,overcast clouds,10.6333,-8.6833,Motels rouzo
356,Bathsheba,BB,83.01,few clouds,13.2167,-59.5167,Atlantis Hotel
359,Victoria,HK,71.65,clear sky,22.2855,114.1577,Mini Hotel Central
364,Vanimo,PG,77.5,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
365,Northport,US,66.58,few clouds,33.229,-87.5772,Hotel Capstone
368,Hope,US,66.25,overcast clouds,33.6671,-93.5916,Best Western Hope
375,Parker,US,70.02,clear sky,32.7668,-97.8003,"Candlewood Suites Weatherford, an IHG Hotel"
376,Sumenep,ID,77.74,overcast clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
380,Sao Filipe,CV,73.35,scattered clouds,14.8961,-24.4956,Hotel Xaguate
382,Elat,IL,85.84,dust,29.5581,34.9482,Club Hotel Eilat
385,Sambava,MG,76.12,overcast clouds,-14.2667,50.1667,Melrose
387,Sao Joao Da Barra,BR,78.89,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
389,Gorontalo,ID,74.62,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
391,Saiha,IN,66.96,clear sky,22.4833,92.9667,"Circuit House, Siaha"
392,Makakilo City,US,82.72,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
393,Formosa,AR,71.58,overcast clouds,-26.1775,-58.1781,Asterión Hotel
397,Namatanai,PG,78.04,moderate rain,-3.6667,152.4333,Seagulls Inn Namatani
403,Tahoua,NE,86.63,overcast clouds,14.8888,5.2692,Bungalows Guesthouse
404,Alyangula,AU,67.87,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
407,Media Luna,CU,84.13,scattered clouds,20.1419,-77.435,Casa particular Pedro y Tamara
409,Kavieng,PG,78.66,moderate rain,-2.5744,150.7967,Nusa Island Retreat
410,Morant Bay,JM,83.71,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
412,Paoua,CF,80.49,broken clouds,7.2427,16.4406,Quartier Paoua Elien
415,Imbituba,BR,73.81,moderate rain,-28.24,-48.6703,Praia Hotel Imbituba
417,Mayumba,GA,77.7,overcast clouds,-3.432,10.6554,LIKWALE LODGE
422,Itaueira,BR,83.17,overcast clouds,-7.6033,-43.0256,Pousada e Restaurante Cheiro e Sabor
424,Buala,SB,80.83,light rain,-8.145,159.5921,Maringe Lagoon Lodge
425,Port-Gentil,GA,80.56,broken clouds,-0.7193,8.7815,Fengshui Residence
430,Kulhudhuffushi,MV,83.77,scattered clouds,6.6221,73.07,Haajy Guest House 1
433,Havelock,US,78.03,overcast clouds,34.8791,-76.9013,Sherwood Motel
435,Tura,IN,70.72,few clouds,25.5198,90.2201,Hotel RIKMAN Continental
436,Praya,CV,72.14,few clouds,14.9215,-23.5087,LT Aparthotel
437,Madang,PG,75.85,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
440,Pocone,BR,86.36,clear sky,-16.2567,-56.6228,Hotel e Churrascaria Pantaneira
441,Saucillo,MX,81.79,clear sky,28.0167,-105.2833,Hotel La Posada de San Judas Tadeo
443,Kinkala,CG,73.72,overcast clouds,-4.3614,14.7644,Hotel la Pepeche Kinkala
444,Borba,BR,80.6,moderate rain,-4.3878,-59.5939,Hotel da Amazônia
446,Bandarbeyla,SO,79.86,broken clouds,9.4942,50.8122,JABIR HOTEL
447,Acarau,BR,78.44,overcast clouds,-2.8856,-40.12,castelo pizzaria
450,Suez,EG,82.06,overcast clouds,29.9737,32.5263,Green House
451,Kahului,US,84.22,few clouds,20.8947,-156.47,Maui Seaside Hotel
452,Goya,AR,66.96,overcast clouds,-29.14,-59.2626,Apart Costanera Goya
453,Canutama,BR,83.52,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
454,Sao Felix Do Xingu,BR,77.94,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
458,Taitung,TW,68.99,overcast clouds,22.7583,121.1444,Taitung Bali Suites Hotel
465,Anderson,US,70.59,few clouds,34.5334,-82.6499,The Bleckley Inn
466,Susanville,US,75.81,scattered clouds,40.4163,-120.653,Comfort Inn & Suites
470,Salalah,OM,80.69,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
472,Virginia Beach,US,82.45,few clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
473,La Victoria,VE,89.26,overcast clouds,10.2184,-67.3302,Hotel Hacienda El Recreo
477,Itarema,BR,77.63,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
481,Santa Adelia,BR,78.82,broken clouds,-21.2428,-48.8042,Marri Hotel
484,Trat,TH,73.49,overcast clouds,12.5,102.5,สวนหนิง-อัศ
485,Mount Isa,AU,67.77,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
490,Pizarro,CO,80.69,overcast clouds,4.9533,-77.366,Hotel Limonar
492,Honiara,SB,78.87,overcast clouds,-9.4333,159.95,Heritage Park Hotel
493,Bubaque,GW,76.66,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
497,Inhambane,MZ,75.85,light rain,-23.865,35.3833,Oceano
498,Vega De Alatorre,MX,77.34,scattered clouds,20.0333,-96.6333,Hotel Deluxe
500,Kinablangan,PH,76.96,overcast clouds,7.6947,126.5503,Morales Eatery and Lodging House
501,Santa Fe,AR,82.0,light rain,-31.6333,-60.7,Conquistador Hotel
503,Manoel Urbano,BR,83.41,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
507,Santa Rosa,PH,79.11,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
509,Tucuman,AR,77.0,scattered clouds,-26.8241,-65.2226,Dallas Hotel Tucuman
510,Kishi,NG,81.52,scattered clouds,9.0833,3.85,New NCCF KISI
514,Nouakchott,MR,85.93,clear sky,18.0858,-15.9785,HOTEL IMAN
515,Dicabisagan,PH,75.22,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
521,La Union,PE,88.34,broken clouds,-5.4,-80.75,Los Portales
523,Tual,ID,83.43,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
524,Maningrida,AU,73.89,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
527,Uchiza,PE,83.05,overcast clouds,-8.4592,-76.4633,Hotel San Pedro
529,Mana,GF,78.01,light rain,5.6592,-53.7767,LE SAMANA
534,Luangwa,ZM,73.54,light rain,-15.6167,30.4167,Gerasimos Safari Lodge
540,Puerto Narino,CO,85.57,broken clouds,-3.7703,-70.3831,Eware Refugio Amazonico
542,Madingou,CG,76.05,light rain,-4.1536,13.55,HOTEL KIM ELISA
543,San Nicolas,PH,78.71,broken clouds,18.1725,120.5953,NORTHVIEW Hotel
545,Puerto Leguizamo,CO,80.06,overcast clouds,-0.1934,-74.7819,la casona de juancho
546,Khetri,IN,79.86,clear sky,27.9833,75.8,Dinesh Rajoria
548,Bouna,CI,76.95,light rain,9.2667,-3.0,Hôtel lababa
557,Pergamino,AR,78.19,few clouds,-33.89,-60.5736,Hotel Fachinat
558,Conde,BR,80.06,few clouds,-7.2597,-34.9075,Pousada Beija Flor
559,Noumea,NC,82.38,heavy intensity rain,-22.2763,166.4572,Hôtel Le Lagon
561,Kathu,TH,83.7,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
563,Buluang,PH,74.62,light rain,13.3068,123.3425,Sacueza Beach Resort
568,Corn Island,NI,81.39,broken clouds,12.1694,-83.0418,Big Fish Guest House
570,Trincomalee,LK,82.47,broken clouds,8.5711,81.2335,Welcombe Hotel
573,Vila Do Maio,CV,72.39,broken clouds,15.1333,-23.2167,Hotel Marilu
575,Natal,BR,82.62,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
580,Piranhas,BR,83.64,clear sky,-16.4269,-51.8222,Planalto Hotel
582,Barreirinha,BR,81.19,overcast clouds,-2.7933,-57.07,Hotel e Restaurante Tupana Iwato
589,Salinopolis,BR,78.39,light rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
591,Conceicao Do Araguaia,BR,78.73,few clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
593,Yen Bai,VN,67.75,clear sky,21.7,104.8667,AK MOTEL
594,Harlingen,US,80.69,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
596,Meulaboh,ID,75.63,overcast clouds,4.1363,96.1285,Kost Pria
600,Hervey Bay,AU,72.01,scattered clouds,-25.2986,152.8535,Shelly Bay Resort
601,Kingston,JM,83.25,broken clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
602,La Plata,AR,80.04,clear sky,-34.9215,-57.9545,Hotel Corregidor
603,Omboue,GA,78.55,light rain,-1.5746,9.2618,Hotel Olako
605,Ugoofaaru,MV,83.7,overcast clouds,5.6667,73.0,Ungoofaaru Inn
607,Doha,QA,76.89,clear sky,25.2867,51.5333,Movenpick Hotel Doha
609,Belmonte,BR,76.93,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
611,Guaraniacu,BR,66.06,moderate rain,-25.1008,-52.8781,Dalla´s Hotel
612,Oussouye,SN,82.58,broken clouds,12.485,-16.5469,Auberge du Routard
613,Nhulunbuy,AU,75.81,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
616,Acapulco,MX,78.62,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
618,Xai-Xai,MZ,75.4,light rain,-25.0519,33.6442,Complexo da Familia
620,Sijunjung,ID,71.87,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
621,Jaguey Grande,CU,89.02,moderate rain,22.5269,-81.1286,Barberia hendrix
622,Bandundu,CD,72.18,overcast clouds,-3.3167,17.3667,Coja Color
623,Tiarei,PF,84.22,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
625,Pochutla,MX,89.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
626,Tabas,IR,80.82,broken clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
633,Senanga,ZM,69.58,scattered clouds,-16.1167,23.2667,Zango lodge
635,Cairns,AU,77.07,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
636,Petatlan,MX,78.6,few clouds,17.5167,-101.2667,Hotel California Petatlán
637,Buraydah,SA,77.45,overcast clouds,26.326,43.975,Mövenpick Qassim
638,Tsiroanomandidy,MG,67.3,scattered clouds,-18.7667,46.0333,Hotel Ravinala
642,Nurmahal,IN,75.51,clear sky,31.0964,75.5967,S.S. Resorts
646,Miracema Do Tocantins,BR,79.83,scattered clouds,-9.5618,-48.3967,Miami Apart Hotel
647,Eureka,US,71.2,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
648,Twentynine Palms,US,88.92,clear sky,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
654,Kieta,PG,77.88,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
656,Kasane,BW,68.59,clear sky,-17.8167,25.15,The Old House
658,Houma,US,75.2,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
659,Najran,SA,66.85,clear sky,17.4924,44.1277,محمد هادي ال فطيح
660,Cananeia,BR,71.15,overcast clouds,-25.0147,-47.9267,Pousada Ancoradouro
662,Mocuba,MZ,72.57,overcast clouds,-16.8392,36.9856,Phama Lodge
663,Mae Sai,TH,72.36,broken clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
665,La Asuncion,VE,83.93,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
667,Kalmunai,LK,78.89,broken clouds,7.4167,81.8167,VS Villa
677,Tarakan,ID,74.7,moderate rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
680,Karaton,ID,73.04,overcast clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
681,North Myrtle Beach,US,76.12,scattered clouds,33.816,-78.68,Avista Resort
683,Aquiraz,BR,81.18,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
